Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
1.223732619222109,0.24035338830190592,1.1809467129039157,-0.11930438148567037,0.6948672657775132,-2.0373071893350967,-0.21732879805872374,0.11653070543144965,62.05284
-0.11206839599270678,0.8408855047858906,0.9503189835840193,0.6055691564507653,0.6498154081665078,-1.8446458288206813,0.6235464122931994,0.11653070543144965,33.39821744
0.8218980682268505,1.1151825598200145,-0.8826579025772248,-0.7627854615827686,0.9415547356971894,-0.32895539492440984,-0.14571559038739254,0.11653070543144965,71.29871315999999
1.600727851191014,0.30678504557178976,1.1513799597293939,1.2732480325102133,0.127948585421472,-1.1722593006417503,-0.8719475342788652,-1.6841691058654633,25.60910856945864
0.11201095118149097,1.0950772930832842,1.141045363854572,-0.9120972464056208,0.8509658242979316,-1.9183894524228644,-0.03324033876328503,0.11653070543144965,76.23536132
0.7962731014824341,0.18244853609392161,1.208576756022909,-1.3381890884782632,0.8927236605601592,-0.36410252323809744,0.3942629884449451,0.11653070543144965,62.93536928
0.4466620902878108,1.0060459216321151,-0.8826579025772248,-0.09568710393807447,0.6498154081665078,0.3929609678507999,-1.0099322076822284,0.11653070543144965,41.053469468
0.23054069513347752,0.9316417160472058,-0.8826579025772248,-0.16673749440069147,0.547691250875043,-0.8155170179326066,0.7137014644912281,0.11653070543144965,42.13387836
0.9997634424361428,0.8413080551394256,-0.8826579025772248,-1.1277897612408458,0.975296471661091,-1.5957346776878383,1.7395301348631984,-1.6841691058654633,28.096147
1.2297850025243933,0.8784473876316656,-0.8826579025772248,-1.4814172933656866,1.324647234874255,-0.44256890788177594,0.42554798485930684,1.1659468237186528,66.69990824
0.21534721206830137,1.1403512870301236,-0.8826579025772248,-1.8620750457904767,0.9135828520624061,0.4260116902866887,0.42554798485930684,1.1659468237186528,76.80073164
1.2297850025243933,0.8784473876316656,-0.8826579025772248,-1.3655454564159748,1.226385236281421,-1.5957346776878383,1.3434976890027315,0.7307819861799167,64.30053176
1.600727851191014,0.30678504557178976,1.1513799597293939,1.2732480325102133,0.127948585421472,-1.1722593006417503,-0.8719475342788652,0.11653070543144965,55.55108132
0.8458675237524326,1.1107982799050382,-0.8826579025772248,0.4875175203827304,0.503217236133959,-2.003000356492228,-0.13219570947088072,0.11653070543144965,65.909079268
0.4605538880430359,0.9826983034821032,-0.8826579025772248,-1.8446596364737802,0.4194366296018296,1.8706611975566445,-0.2795096329876675,0.11653070543144965,81.75116932
0.4466620902878108,1.2502022893409017,-0.8826579025772248,-0.23838916470795082,0.7057737390694405,0.9325308351455465,-2.1103578885790752,-1.6841691058654633,28.79941252
0.4466620902878108,1.2502022893409017,-0.8826579025772248,-0.23838916470795082,0.7057737390694405,0.9325308351455465,-2.1103578885790752,-1.054108998969429,42.79577532
1.2297850025243933,0.8784473876316656,-0.8826579025772248,-1.3655454564159748,1.226385236281421,-1.5957346776878383,1.3434976890027315,-1.6841691058654633,33.39821744
0.5304973312374831,1.281422897727787,-0.8826579025772248,0.15068756243448767,0.8471377686571524,-0.3549806511568807,-1.4069759093425511,-1.6841691058654633,28.29609504
1.0855709773422815,0.8310459680218281,-0.8826579025772248,-1.7066111134266069,0.9276815886240566,-0.301688045060897,0.9692280320811636,-1.6841691058654633,41.09966436
0.4913378156408404,1.1634964609295642,-0.8826579025772248,-1.2458330847148356,1.1098983281963495,-1.5957346776878383,1.2730067912853886,-1.054108998969429,33.39821744
0.9082597845160214,0.8271311932037505,-0.8826579025772248,-2.985188973083742,1.514578329035432,-1.5957346776878383,2.388373040914669,-1.054108998969429,45.69846928
1.2297850025243933,0.8784473876316656,-0.8826579025772248,-1.3655454564159748,1.226385236281421,-1.5957346776878383,1.3434976890027315,0.11653070543144965,60.2946762
1.6474110855680524,-1.058715056847561,-0.8826579025772248,-1.5036690499605248,0.7411685798128911,0.76837733189821,-1.4762469986137639,0.11653070543144965,69.83702404
0.4913378156408404,1.1634964609295642,-0.8826579025772248,-1.2458330847148356,1.1098983281963495,-1.5957346776878383,1.2730067912853886,-1.6841691058654633,25.2003478
0.7962731014824341,0.18244853609392161,1.208576756022909,-1.3381890884782632,0.8927236605601592,-0.36410252323809744,0.3942629884449451,-1.6841691058654633,23.63917714581204
0.8458675237524326,1.1107982799050382,-0.8826579025772248,0.4742984880160494,0.547691250875043,-2.007469734905382,-0.13096760255246587,0.11653070543144965,65.90701084
0.7674986355398089,0.18244853609392161,1.0520833199284916,-1.8446596364737802,1.0409219647701113,-0.042445627644739276,1.173200540352779,0.11653070543144965,44.02993736
1.7580850182687553,-1.058715056847561,-0.8826579025772248,-1.7868656338394073,-1.255295180044034,-0.9788818831227613,1.4363168814075664,0.11653070543144965,74.98740975999999
0.8218980682268505,1.1151825598200145,-0.8826579025772248,-0.7627854615827686,0.9415547356971894,-0.32895539492440984,-0.14571559038739254,1.1659468237186528,79.29663476
0.8218980682268505,1.1151825598200145,-0.8826579025772248,-0.7627854615827686,0.9415547356971894,-0.32895539492440984,-0.14571559038739254,0.7307819861799167,77.29715436
-1.51033874110987,1.1961362125770816,-0.8826579025772248,0.9459884154216455,-0.05330422609798261,-1.9628489048259155,1.1838692365059007,0.11653070543144965,33.0603742
1.803476466394981,-1.058715056847561,-0.8826579025772248,-2.0322969779993016,1.6702885771885367,-1.5957346776878383,1.4124184436984957,-1.6841691058654633,41.2996124
1.803476466394981,-1.058715056847561,-0.8826579025772248,-2.0322969779993016,1.6702885771885367,-1.5957346776878383,1.4124184436984957,0.7307819861799167,58.79851328
0.7962731014824341,0.18244853609392161,1.208576756022909,-1.3381890884782632,0.8927236605601592,-0.36410252323809744,0.3942629884449451,0.7307819861799167,68.75060685418796
0.21534721206830137,1.1403512870301236,-0.8826579025772248,-1.8620750457904767,0.9135828520624061,0.4260116902866887,0.42554798485930684,0.11653070543144965,67.69964844
1.3537059210126299,0.2748992715404165,0.9664473762850382,-0.9120972464056208,0.9443029256182937,-0.042445627644739276,-0.700662201879911,-1.6841691058654633,23.34565736
1.2297850025243933,0.8784473876316656,-0.8826579025772248,-1.3655454564159748,1.226385236281421,-1.5957346776878383,1.3434976890027315,1.1659468237186528,65.19685056
1.803476466394981,-1.058715056847561,-0.8826579025772248,-2.0322969779993016,1.6702885771885367,-1.5957346776878383,1.4124184436984957,0.11653070543144965,56.3991368
0.41947984495849705,1.0003312022603272,1.10843021682822,-0.6060354223968397,1.4633450953534834,-0.7346415605003744,-1.533179508658314,0.11653070543144965,33.68779736
-1.5120912338006853,1.1970320195979143,-0.8826579025772248,0.9668169339477638,0.029334769743581394,-1.9628489048259155,1.181736475269713,0.11653070543144965,32.720462532
1.0083422441750922,1.1151825598200145,-0.8826579025772248,-1.7926273138922837,1.4633450953534834,-0.32895539492440984,-0.14571559038739254,-1.6841691058654633,40.59634688
1.0083422441750922,1.1151825598200145,-0.8826579025772248,-1.7926273138922837,1.4633450953534834,-0.32895539492440984,-0.14571559038739254,1.1659468237186528,82.5992248
