Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
-1.360610094234087,1.1027877290312686,-0.8826579025772248,0.5751208731470163,0.7497960459627326,0.9383949888559248,-0.902582753548074,0.11653070543144965,18.287661424
-0.5552685512657127,0.9954109348932484,-0.8826579025772248,1.0083208823067284,-1.255295180044034,0.03856306873692164,-0.21732879805872374,1.156012467003498,39.70002808
-2.426377917916546,1.0281477261443785,-0.8826579025772248,0.5182819038677307,-1.255295180044034,-1.1028462128273198,1.901835699394952,-1.6841691058654633,4.565020596
0.2500707211751668,1.1248807796707538,-0.8826579025772248,0.23729342211279295,-1.255295180044034,0.3475244312302222,-0.8017348441835737,-1.054108998969429,21.859147104
-1.3805222133562431,1.0037694841153275,1.1132999324640456,1.6691292767250483,0.8316542644492166,-0.6116568116453176,-1.4351875883844323,0.11653070543144965,16.503987012
-1.5634393421512365,1.0691006017894895,1.21447859917062,0.4742984880160494,0.6498154081665078,-0.042445627644739276,-1.64809993590173,0.11653070543144965,29.72331036
-1.2953268035191516,1.210588323508861,-0.8826579025772248,0.23729342211279295,-1.255295180044034,0.8584018154019544,-0.4139888087837586,-1.054108998969429,9.617500724
-0.809197030010281,1.2889455032910686,-0.8826579025772248,0.5182819038677307,-1.255295180044034,-0.5241804681249769,-0.6472887403058161,0.11653070543144965,39.321505756
0.9422799345931349,0.8323427158276239,-0.8826579025772248,1.9663721071519968,-1.255295180044034,-0.49515947018698575,-2.384744649180772,-1.054108998969429,32.823194456
0.38026362247092504,1.1456525774822552,-0.8826579025772248,1.0083208823067284,-1.255295180044034,-0.06278148867592616,-1.823185405677251,0.11653070543144965,43.377003588
-1.6231431056584307,1.0564810296956784,1.1670785018590188,2.282076389946707,0.4067786939318591,-1.3602425797921949,-1.467737075996408,0.11653070543144965,35.22532884
-1.2921056800100614,1.1566481961564772,1.264180084613291,0.904177029163209,0.547691250875043,-1.6549574034500447,-1.279681460336143,0.11653070543144965,30.88163004
-1.3905363072828218,0.8615022249580333,-0.8826579025772248,0.5182819038677307,-1.255295180044034,-1.0890105049065286,1.9126875685823639,0.11653070543144965,17.96429718
0.6716971947228482,0.4591373146123395,-0.8826579025772248,1.9663721071519968,-1.255295180044034,-0.49515947018698575,-1.2657986294635728,2.14795036928757,55.064311264
-0.2803102750008224,1.038771656591289,-0.8826579025772248,0.5182819038677307,-1.255295180044034,0.02846612756150981,-0.22849073762436742,0.11653070543144965,32.88455782
-0.8877758239113038,0.9420377516942673,-0.8826579025772248,0.23729342211279295,-1.255295180044034,1.353427755742805,-0.041750631868625716,0.11653070543144965,17.596806471999997
0.4466620902878108,1.2502022893409017,-0.8826579025772248,-0.23838916470795082,0.7057737390694405,0.9325308351455465,-2.1103578885790752,-1.6841691058654633,28.79941252
0.4466620902878108,1.2502022893409017,-0.8826579025772248,-0.23838916470795082,0.7057737390694405,0.9325308351455465,-2.1103578885790752,-1.054108998969429,42.79577532
-0.7046024348136203,0.9705118194737371,-0.8826579025772248,0.5182819038677307,-1.255295180044034,-0.06278148867592616,0.4544221204707593,1.156012467003498,43.25082948
0.02663447249595058,0.9071605524958948,-0.8826579025772248,1.9663721071519968,-1.255295180044034,-0.49515947018698575,-1.2657986294635728,1.156012467003498,47.029847436
-0.7046024348136203,0.9705118194737371,-0.8826579025772248,0.5182819038677307,-1.255295180044034,-0.06278148867592616,0.4544221204707593,-1.6841691058654633,11.41427518
0.9422799345931349,0.8323427158276239,-0.8826579025772248,1.9663721071519968,-1.255295180044034,-0.49515947018698575,-2.384744649180772,0.11653070543144965,36.447769788
-1.4411993426809895,1.208504611225353,-0.8826579025772248,-0.3106523787125158,0.9686523533701005,1.189092257256573,-1.1966933649694629,0.11653070543144965,37.43165204
-1.51033874110987,1.1961362125770816,-0.8826579025772248,0.9459884154216455,-0.05330422609798261,-1.9628489048259155,1.1838692365059007,0.11653070543144965,33.0603742
